FREQ;GEO;UNIT;OBJECTIV\TIME_PERIOD,2000 ,2001 ,2002 ,2003 ,2004 ,2005 ,2006 ,2007 ,2008 ,2009 ,2010 ,2011 ,2012 ,2013 ,2014 ,2015 ,2016 ,2017 
A;DK;PC_GDP;OBJ09,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;EE;PC_GDP;OBJ09,0.027 ,0.021 ,0.027 ,0.027 ,0.024 ,0.022 ,0.018 ,0.018 ,0.033 ,0.033 ,0.031 ,0.029 ,0.028 ,0.028 ,0.032 ,0.031 ,0.047 ,0.184 
A;EL;PC_GDP;OBJ09,0.005 ,0.002 ,0.004 ,0.003 ,0.003 ,0.001 ,0.002 ,0.001 ,0.001 ,0.001 ,0.001 ,0.001 ,0.001 ,0.002 ,0.002 ,0.001 ,0 ,0 
A;ES;PC_GDP;OBJ09,0.01 ,0.009 ,0.01 ,0.008 ,0.004 ,0.007 ,0.007 ,0.007 ,0.01 ,0.011 ,0.01 ,0.009 ,0.008 ,0.007 ,0.008 ,0.016 ,0.014 ,0.018 
A;EU28;PC_GDP;OBJ09,0.007 ,0.006 ,0.007 ,0.007 ,0.008 ,0.011 ,0.009 ,0.011 ,0.011 ,0.012 ,0.014 ,0.015 ,0.018 ,0.02 ,0.025 ,0.032 ,0.037 ,0.037 
A;FI;PC_GDP;OBJ09,0 ,0 ,0.008 ,0.008 ,0.009 ,0.009 ,0.01 ,0.009 ,0.01 ,0.016 ,0.015 ,0.015 ,0.013 ,0.014 ,0.012 ,0.011 ,0.014 ,0.018 
A;FR;PC_GDP;OBJ09,0.017 ,0.017 ,0.016 ,0.015 ,0.015 ,0.033 ,0.025 ,0.024 ,0.025 ,0.026 ,0.024 ,0.028 ,0.026 ,0.029 ,0.03 ,0.039 ,0.051 ,0.06 
A;HR;PC_GDP;OBJ09,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0.009 ,0.013 ,0.033 ,0.033 ,0.13 
A;HU;PC_GDP;OBJ09,0 ,0 ,0.012 ,0.025 ,0.041 ,0.034 ,0.034 ,0.038 ,0.049 ,0.066 ,0.061 ,0.133 ,0.214 ,0.334 ,0.306 ,0.314 ,0.589 ,0.586 
A;IE;PC_GDP;OBJ09,0.023 ,0.02 ,0.019 ,0.016 ,0.013 ,0.021 ,0.046 ,0.04 ,0.025 ,0.048 ,0.074 ,0.053 ,0.068 ,0.094 ,0.136 ,0.027 ,0.01 ,0.009 
A;IT;PC_GDP;OBJ09,0 ,0 ,0 ,0.001 ,0.001 ,0.001 ,0.001 ,0 ,0 ,0.001 ,0.003 ,0.006 ,0.008 ,0.008 ,0.009 ,0.022 ,0.018 ,0.014 
A;LT;PC_GDP;OBJ09,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0.004 ,0.004 ,0.007 ,0.007 ,0.051 ,0.459 ,0.473 
A;LU;PC_GDP;OBJ09,0.017 ,0.018 ,0.019 ,0.023 ,0.022 ,0.022 ,0.021 ,0.02 ,0.02 ,0.021 ,0.019 ,0.017 ,0.015 ,0.015 ,0.014 ,0.014 ,0.014 ,0.013 
A;LV;PC_GDP;OBJ09,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0.003 ,0.011 ,0.006 ,0.006 ,1.21 ,1.241 ,1.484 ,1.097 ,0.987 ,0.323 
A;MT;PC_GDP;OBJ09,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0.012 ,0.018 ,0.088 ,0.03 ,0.089 ,0.049 ,0.013 ,0.059 ,0.185 ,0.052 ,0.066 
A;NL;PC_GDP;OBJ09,0.008 ,0.007 ,0.009 ,0.007 ,0.006 ,0.006 ,0.01 ,0.009 ,0.008 ,0.009 ,0.008 ,0.009 ,0.007 ,0.006 ,0.008 ,0.007 ,0.011 ,0.016 
A;PL;PC_GDP;OBJ09,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0.035 ,0.001 ,0 ,0 ,0.007 ,0 ,0.016 ,0.067 
A;PT;PC_GDP;OBJ09,0 ,0 ,0 ,0 ,0 ,0.001 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;RO;PC_GDP;OBJ09,0 ,0 ,0 ,0 ,0.003 ,0.003 ,0.004 ,0.005 ,0.006 ,0.005 ,0 ,0 ,0 ,0 ,0.002 ,0.004 ,0.004 ,0.004 
A;SE;PC_GDP;OBJ09,0.175 ,0.161 ,0.167 ,0.172 ,0.178 ,0.158 ,0.116 ,0.117 ,0.111 ,0.108 ,0.174 ,0.18 ,0.188 ,0.192 ,0.167 ,0.087 ,0.074 ,0.081 
A;SI;PC_GDP;OBJ09,0 ,0 ,0.002 ,0.011 ,0.023 ,0.023 ,0.035 ,0.029 ,0.034 ,0.04 ,0.038 ,0.035 ,0.03 ,0.029 ,0.022 ,0.025 ,0.026 ,0.024 
A;SK;PC_GDP;OBJ09,0.002 ,0 ,0.008 ,0 ,0.001 ,0.003 ,0.006 ,0.004 ,0.004 ,0.005 ,0 ,0.001 ,0.006 ,0.006 ,0.084 ,0.028 ,0.061 ,0.015 
A;UK;PC_GDP;OBJ09,0 ,0 ,0 ,0 ,0 ,0 ,0.001 ,0.009 ,0.011 ,0.011 ,0.015 ,0.015 ,0.014 ,0.015 ,0.02 ,0.03 ,0.038 ,0.038 
A;AT;PC_GDP;OBJ10,0.003 ,0.013 ,0 ,0 ,0 ,0 ,0 ,0.001 ,0.001 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;BE;PC_GDP;OBJ10,0.001 ,0.001 ,0.001 ,0.001 ,0.003 ,0.003 ,0.002 ,0.002 ,0.002 ,0.002 ,0.002 ,0.003 ,0.002 ,0.002 ,0.002 ,0.002 ,0.002 ,0.003 
A;BG;PC_GDP;OBJ10,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;CY;PC_GDP;OBJ10,0.042 ,0.048 ,0.045 ,0.027 ,0.012 ,0.001 ,0.001 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;CZ;PC_GDP;OBJ10,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;DE;PC_GDP;OBJ10,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;DK;PC_GDP;OBJ10,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;EE;PC_GDP;OBJ10,0.007 ,0.005 ,0.002 ,0.008 ,0.018 ,0.013 ,0.007 ,0.003 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;EL;PC_GDP;OBJ10,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;ES;PC_GDP;OBJ10,0.028 ,0.036 ,0.07 ,0.071 ,0.02 ,0.028 ,0.032 ,0.009 ,0.008 ,0.006 ,0.002 ,0 ,0 ,0 ,0 ,0 ,0 ,0.064 
A;EU28;PC_GDP;OBJ10,0.008 ,0.008 ,0.009 ,0.01 ,0.004 ,0.005 ,0.005 ,0.003 ,0.003 ,0.002 ,0.002 ,0.002 ,0.002 ,0.002 ,0.001 ,0.001 ,0 ,0.005 
A;FI;PC_GDP;OBJ10,0.022 ,0.014 ,0.012 ,0.011 ,0.011 ,0.01 ,0.014 ,0.009 ,0.023 ,0.019 ,0.022 ,0.019 ,0.017 ,0.013 ,0.016 ,0.009 ,0.005 ,0.004 
A;FR;PC_GDP;OBJ10,0.01 ,0.009 ,0.009 ,0.009 ,0.004 ,0.004 ,0.003 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;HR;PC_GDP;OBJ10,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;HU;PC_GDP;OBJ10,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0.001 ,0.005 ,0.001 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;IE;PC_GDP;OBJ10,0.004 ,0.001 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;IT;PC_GDP;OBJ10,0.026 ,0.025 ,0.013 ,0.021 ,0.01 ,0.017 ,0.015 ,0.017 ,0.011 ,0.011 ,0.013 ,0.016 ,0.015 ,0.013 ,0.008 ,0.003 ,0.002 ,0.001 
A;LT;PC_GDP;OBJ10,0.008 ,0.006 ,0.003 ,0.002 ,0.001 ,0.001 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;LU;PC_GDP;OBJ10,0.019 ,0.017 ,0.018 ,0.031 ,0.025 ,0.001 ,0.003 ,0.003 ,0.003 ,0.004 ,0.004 ,0.004 ,0.004 ,0.004 ,0.005 ,0.004 ,0.004 ,0.004 
A;LV;PC_GDP;OBJ10,0.006 ,0.004 ,0.01 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;MT;PC_GDP;OBJ10,0.197 ,0.12 ,0.098 ,0.093 ,0.091 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;NL;PC_GDP;OBJ10,0.007 ,0.005 ,0.009 ,0.004 ,0.001 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;PL;PC_GDP;OBJ10,0 ,0 ,0 ,0 ,0.004 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;PT;PC_GDP;OBJ10,0.002 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0.001 ,0.001 ,0 ,0 ,0 ,0 
A;RO;PC_GDP;OBJ10,0 ,0 ,0.041 ,0.024 ,0.02 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;SE;PC_GDP;OBJ10,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;SI;PC_GDP;OBJ10,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;SK;PC_GDP;OBJ10,0 ,0 ,0.001 ,0.011 ,0.003 ,0.001 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;UK;PC_GDP;OBJ10,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;AT;PC_GDP;OBJ11,0 ,0 ,0 ,0.007 ,0.008 ,0.003 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0.001 
A;BE;PC_GDP;OBJ11,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;BG;PC_GDP;OBJ11,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0.001 ,0.001 ,0 
A;CY;PC_GDP;OBJ11,0 ,0 ,0 ,0.005 ,0.001 ,0 ,0 ,0 ,0 ,0 ,0 ,0.101 ,0.057 ,0.031 ,0.028 ,0 ,0 ,0 
A;CZ;PC_GDP;OBJ11,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0.001 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;DE;PC_GDP;OBJ11,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;DK;PC_GDP;OBJ11,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;EE;PC_GDP;OBJ11,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;EL;PC_GDP;OBJ11,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;ES;PC_GDP;OBJ11,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;EU28;PC_GDP;OBJ11,0.001 ,0.001 ,0.002 ,0.002 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0.001 ,0 ,0.002 ,0.003 ,0.003 ,0.004 ,0.004 
A;FI;PC_GDP;OBJ11,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;FR;PC_GDP;OBJ11,0.004 ,0.004 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;HR;PC_GDP;OBJ11,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;HU;PC_GDP;OBJ11,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0.002 ,0 ,0 ,0 ,0 ,0 ,0 
A;IE;PC_GDP;OBJ11,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;IT;PC_GDP;OBJ11,0.002 ,0.003 ,0.012 ,0.01 ,0.001 ,0 ,0 ,0 ,0 ,0 ,0.002 ,0.002 ,0.001 ,0.007 ,0.012 ,0.015 ,0.013 ,0.017 
A;LT;PC_GDP;OBJ11,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;LU;PC_GDP;OBJ11,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;LV;PC_GDP;OBJ11,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;MT;PC_GDP;OBJ11,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;NL;PC_GDP;OBJ11,0.002 ,0 ,0.001 ,0.001 ,0.001 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;PL;PC_GDP;OBJ11,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0.003 ,0.002 ,0 ,0 ,0 ,0 ,0 ,0 
A;PT;PC_GDP;OBJ11,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;RO;PC_GDP;OBJ11,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;SE;PC_GDP;OBJ11,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;SI;PC_GDP;OBJ11,0.089 ,0.182 ,0.085 ,0.067 ,0 ,0 ,0 ,0 ,0.021 ,0 ,0.003 ,0.02 ,0.001 ,0.029 ,0 ,0.004 ,0 ,0 
A;SK;PC_GDP;OBJ11,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;UK;PC_GDP;OBJ11,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0.009 ,0.009 
A;AT;PC_GDP;OBJ12,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;BE;PC_GDP;OBJ12,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;BG;PC_GDP;OBJ12,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;CY;PC_GDP;OBJ12,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0.005 ,0.005 ,0.007 ,0.006 ,0.006 ,0.005 ,0.004 ,0.004 ,0.004 ,0.004 ,0.003 
A;CZ;PC_GDP;OBJ12,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0.01 ,0.001 ,0.005 ,0 
A;DE;PC_GDP;OBJ12,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;DK;PC_GDP;OBJ12,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;EE;PC_GDP;OBJ12,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;EL;PC_GDP;OBJ12,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;ES;PC_GDP;OBJ12,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;EU28;PC_GDP;OBJ12,0 ,0 ,0 ,0 ,0.001 ,0.001 ,0.001 ,0 ,0 ,0 ,0.002 ,0.003 ,0.004 ,0.004 ,0.004 ,0.004 ,0 ,0 
A;FI;PC_GDP;OBJ12,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;FR;PC_GDP;OBJ12,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;HR;PC_GDP;OBJ12,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;HU;PC_GDP;OBJ12,0 ,0 ,0 ,0.001 ,0.042 ,0.05 ,0.021 ,0.01 ,0.001 ,0 ,0.001 ,0 ,0 ,0 ,0.001 ,0 ,0 ,0 
A;IE;PC_GDP;OBJ12,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;IT;PC_GDP;OBJ12,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;LT;PC_GDP;OBJ12,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;LU;PC_GDP;OBJ12,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;LV;PC_GDP;OBJ12,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;MT;PC_GDP;OBJ12,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;NL;PC_GDP;OBJ12,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0.004 ,0.005 ,0.002 ,0.008 ,0.008 ,0 ,0 ,0 
A;PL;PC_GDP;OBJ12,0 ,0 ,0 ,0 ,0.007 ,0.009 ,0.006 ,0.007 ,0.005 ,0.004 ,0.007 ,0.006 ,0.008 ,0.008 ,0.005 ,0.01 ,0.005 ,0.005 
A;PT;PC_GDP;OBJ12,0.001 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;RO;PC_GDP;OBJ12,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;SE;PC_GDP;OBJ12,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;SI;PC_GDP;OBJ12,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;SK;PC_GDP;OBJ12,0.001 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;UK;PC_GDP;OBJ12,0 ,0 ,0 ,0 ,0 ,0 ,0.001 ,0.001 ,0 ,0.001 ,0.015 ,0.018 ,0.026 ,0.024 ,0.019 ,0.02 ,0 ,0 
A;AT;PC_GDP;OBJ13,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;BE;PC_GDP;OBJ13,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;BG;PC_GDP;OBJ13,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0.009 ,0 ,0 ,0 ,0 
A;CY;PC_GDP;OBJ13,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;CZ;PC_GDP;OBJ13,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;DE;PC_GDP;OBJ13,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;DK;PC_GDP;OBJ13,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;EE;PC_GDP;OBJ13,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;EL;PC_GDP;OBJ13,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;ES;PC_GDP;OBJ13,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0.042 ,0.039 ,0.04 ,0.06 
A;EU28;PC_GDP;OBJ13,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0.006 ,0.006 ,0.009 ,0.017 ,0.026 ,0.024 ,0.025 ,0.038 ,0.038 ,0.027 ,0.026 
A;FI;PC_GDP;OBJ13,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;FR;PC_GDP;OBJ13,0 ,0 ,0 ,0 ,0 ,0.001 ,0 ,0.042 ,0.042 ,0.057 ,0.106 ,0.165 ,0.154 ,0.157 ,0.228 ,0.239 ,0.16 ,0.14 
A;HR;PC_GDP;OBJ13,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;HU;PC_GDP;OBJ13,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0.009 ,0.001 ,0 ,0 ,0 
A;IE;PC_GDP;OBJ13,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;IT;PC_GDP;OBJ13,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;LT;PC_GDP;OBJ13,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0.003 ,0 ,0 ,0 ,0 ,0 
A;LU;PC_GDP;OBJ13,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;LV;PC_GDP;OBJ13,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
